CONT_NO,CONT_YYMM,MBR_NO,PLAN_ID,CALL_ID,STATUS,CALL_CAT,CRT_DATE,UPD_DATE,IS_COMPLAINT
CONT1006,202201,MBR001581,PLANA2,CALL591142,W,AC,2022-04-20,2022-05-06,0
CONT1006,202201,MBR001581,PLANA2,CALL451350,W,MT,2023-09-05,2023-09-24,0
CONT1006,202201,MBR001582,PLANA2,CALL800440,C,VP,2022-08-28,2022-09-24,0
CONT1006,202201,MBR001583,PLANA2,CALL233499,C,AP,2023-11-20,2023-12-05,0
CONT1006,202201,MBR001585,PLANA2,CALL524818,O,VP,2023-01-07,2023-01-12,1
CONT1006,202201,MBR001585,PLANA2,CALL174927,W,AC,2024-10-24,2024-11-14,0
CONT1006,202201,MBR001585,PLANA2,CALL865756,C,AC,2023-03-29,2023-04-13,0
CONT1006,202201,MBR001585,PLANA2,CALL522828,O,BP,2022-05-26,2022-06-19,1
CONT1006,202201,MBR001590,PLANA2,CALL835548,O,MT,2024-02-24,2024-03-23,1
CONT1006,202201,MBR001590,PLANA2,CALL279054,O,BC,2022-06-29,2022-07-08,1
CONT1006,202201,MBR001591,PLANA2,CALL909447,C,PR,2024-03-01,2024-03-28,0
CONT1006,202201,MBR001592,PLANA2,CALL135447,W,BC,2022-08-09,2022-09-03,0
CONT1006,202201,MBR001592,PLANA2,CALL231459,O,MT,2024-04-07,2024-05-05,0
CONT1006,202201,MBR001593,PLANA2,CALL179712,O,VP,2024-09-14,2024-09-17,0
CONT1006,202201,MBR001594,PLANA2,CALL618975,O,MT,2023-05-11,2023-05-19,0
CONT1006,202201,MBR001595,PLANA2,CALL558635,O,BP,2022-09-07,2022-09-29,0
CONT1006,202201,MBR001595,PLANA2,CALL999745,O,XC,2022-04-01,2022-04-07,0
CONT1006,202201,MBR001595,PLANA2,CALL788313,O,XP,2023-01-29,2023-02-03,0
CONT1006,202201,MBR001595,PLANA2,CALL802911,W,MT,2024-09-02,2024-09-20,0
CONT1006,202201,MBR001598,PLANA2,CALL952597,W,AC,2022-11-10,2022-12-06,0
CONT1006,202201,MBR001598,PLANA2,CALL221939,C,PR,2022-06-27,2022-07-06,0
CONT1006,202201,MBR001599,PLANA2,CALL747656,C,BP,2024-04-17,2024-04-29,0
CONT1006,202201,MBR001599,PLANA2,CALL741606,C,XC,2023-02-07,2023-02-11,0
CONT1006,202201,MBR001600,PLANA2,CALL420993,O,BC,2023-09-22,2023-09-26,0
CONT1006,202201,MBR001600,PLANA2,CALL276444,C,MT,2023-03-14,2023-04-03,0
CONT1006,202201,MBR001601,PLANA2,CALL963727,C,PR,2024-08-23,2024-08-29,0
CONT1006,202201,MBR001601,PLANA2,CALL891468,O,AR,2024-03-03,2024-03-29,1
CONT1006,202201,MBR001603,PLANA2,CALL909537,W,AP,2024-10-12,2024-10-16,0
CONT1006,202201,MBR001604,PLANA2,CALL671683,W,AR,2022-10-27,2022-11-25,0
CONT1006,202201,MBR001604,PLANA2,CALL105080,C,PR,2024-08-09,2024-08-15,0
CONT1006,202201,MBR001604,PLANA2,CALL942723,O,VP,2024-06-27,2024-07-03,0
CONT1006,202201,MBR001606,PLANA2,CALL519315,O,AP,2023-09-16,2023-10-10,0
CONT1006,202201,MBR001606,PLANA2,CALL191989,C,MT,2023-03-17,2023-03-30,0
CONT1006,202201,MBR001607,PLANA2,CALL892614,C,AR,2024-07-24,2024-08-13,1
CONT1006,202201,MBR001609,PLANA2,CALL106458,W,VP,2024-06-04,2024-06-18,0
CONT1006,202201,MBR001610,PLANA2,CALL537998,C,AP,2024-04-24,2024-04-25,0
CONT1006,202201,MBR001613,PLANA2,CALL818028,O,BP,2023-06-07,2023-06-09,0
CONT1006,202201,MBR001615,PLANA2,CALL797663,W,BC,2022-10-08,2022-10-14,0
CONT1006,202201,MBR001618,PLANA2,CALL336727,O,XC,2023-10-20,2023-11-04,1
CONT1006,202201,MBR001618,PLANA2,CALL289999,W,VP,2023-12-15,2024-01-06,1
CONT1006,202201,MBR001619,PLANA2,CALL155883,O,XP,2023-01-11,2023-02-07,0
CONT1006,202201,MBR001620,PLANA2,CALL251219,C,MT,2024-12-24,2025-01-04,0
CONT1006,202201,MBR001620,PLANA2,CALL165785,O,BC,2024-06-29,2024-07-01,1
CONT1006,202201,MBR001620,PLANA2,CALL735399,C,XP,2022-03-15,2022-04-11,0
CONT1006,202201,MBR001620,PLANA2,CALL257974,O,AC,2024-02-23,2024-03-04,0
CONT1006,202201,MBR001621,PLANA2,CALL823591,C,MT,2024-03-17,2024-03-19,0
CONT1006,202201,MBR001621,PLANA2,CALL678308,W,AC,2023-10-07,2023-11-02,0
CONT1006,202201,MBR001622,PLANA2,CALL653137,O,BC,2023-01-21,2023-02-12,0
CONT1006,202201,MBR001622,PLANA2,CALL771857,C,AR,2024-08-16,2024-08-22,0
CONT1006,202201,MBR001622,PLANA2,CALL149606,W,BP,2022-07-27,2022-08-18,1
CONT1006,202201,MBR001623,PLANA2,CALL328629,W,XC,2024-06-22,2024-07-05,0
CONT1006,202201,MBR001623,PLANA2,CALL661186,C,XP,2022-03-19,2022-04-14,0
CONT1006,202201,MBR001623,PLANA2,CALL846059,C,BC,2023-09-08,2023-09-26,1
CONT1006,202201,MBR001624,PLANA2,CALL531542,O,AP,2023-04-02,2023-04-12,1
CONT1006,202201,MBR001626,PLANA2,CALL264867,W,VP,2023-08-31,2023-08-31,0
CONT1006,202201,MBR001630,PLANA2,CALL761973,O,XP,2022-02-17,2022-03-15,0
CONT1007,202201,MBR001633,PLANA1,CALL797005,W,BP,2022-01-12,2022-01-16,0
CONT1007,202201,MBR001637,PLANA1,CALL767566,O,BP,2023-03-21,2023-03-27,1
CONT1007,202201,MBR001637,PLANA1,CALL619799,C,BC,2023-04-20,2023-05-04,0
CONT1007,202201,MBR001638,PLANA1,CALL268354,O,AC,2024-02-25,2024-02-26,1
CONT1007,202201,MBR001638,PLANA1,CALL979854,W,AR,2023-05-30,2023-06-05,0
CONT1007,202201,MBR001639,PLANA1,CALL755009,O,AP,2023-12-13,2023-12-21,0
CONT1007,202201,MBR001639,PLANA1,CALL147125,W,BC,2022-06-16,2022-07-14,0
CONT1007,202201,MBR001642,PLANA1,CALL578364,O,AP,2022-03-31,2022-04-29,1
CONT1007,202201,MBR001642,PLANA1,CALL181682,O,AC,2022-06-16,2022-07-08,0
CONT1007,202201,MBR001643,PLANA1,CALL551089,C,MT,2023-04-03,2023-04-06,0
CONT1007,202201,MBR001643,PLANA1,CALL444383,C,AC,2023-09-13,2023-10-12,0
CONT1007,202201,MBR001644,PLANA1,CALL938056,C,PR,2022-09-01,2022-09-27,0
CONT1007,202201,MBR001644,PLANA1,CALL798455,O,BC,2024-01-03,2024-01-23,0
CONT1007,202201,MBR001644,PLANA1,CALL774342,O,VP,2024-12-21,2025-01-18,0
CONT1007,202201,MBR001644,PLANA1,CALL973527,C,PR,2023-08-17,2023-08-26,1
CONT1007,202201,MBR001645,PLANA1,CALL474466,W,PR,2022-02-04,2022-02-17,1
CONT1007,202201,MBR001645,PLANA1,CALL804342,W,AR,2023-12-11,2023-12-21,0
CONT1007,202201,MBR001645,PLANA1,CALL349823,O,BP,2024-03-13,2024-03-27,0
CONT1007,202201,MBR001647,PLANA1,CALL808178,O,XP,2024-06-04,2024-06-22,0
CONT1007,202201,MBR001647,PLANA1,CALL428193,C,MT,2023-09-12,2023-10-08,0
CONT1007,202201,MBR001648,PLANA1,CALL589796,C,PR,2024-07-17,2024-07-28,0
CONT1007,202201,MBR001650,PLANA1,CALL930409,C,AP,2022-06-18,2022-07-02,0
CONT1007,202201,MBR001651,PLANA1,CALL200760,C,MT,2024-10-12,2024-10-12,0
CONT1007,202201,MBR001651,PLANA1,CALL787056,C,XP,2024-08-08,2024-08-22,0
CONT1007,202201,MBR001651,PLANA1,CALL448870,O,XC,2023-08-28,2023-08-30,1
CONT1007,202201,MBR001652,PLANA1,CALL432959,O,PR,2024-07-27,2024-07-31,0
CONT1007,202201,MBR001656,PLANA1,CALL935325,C,AP,2022-05-18,2022-06-14,0
CONT1007,202201,MBR001656,PLANA1,CALL959342,C,AC,2022-05-06,2022-05-30,0
CONT1007,202201,MBR001657,PLANA1,CALL597280,C,BC,2023-07-08,2023-08-01,0
CONT1007,202201,MBR001659,PLANA1,CALL347941,O,PR,2023-07-03,2023-07-09,0
CONT1007,202201,MBR001662,PLANA1,CALL321480,O,XP,2023-02-24,2023-03-18,0
CONT1007,202201,MBR001662,PLANA1,CALL466461,O,XP,2024-05-15,2024-05-17,0
CONT1007,202201,MBR001663,PLANA1,CALL927535,O,AP,2022-01-30,2022-02-19,0
CONT1007,202201,MBR001663,PLANA1,CALL824360,C,BP,2024-04-09,2024-05-06,0
CONT1007,202201,MBR001664,PLANA1,CALL633005,C,AC,2023-06-15,2023-06-23,0
CONT1007,202201,MBR001664,PLANA1,CALL587618,O,BP,2022-03-04,2022-03-14,0
CONT1007,202201,MBR001665,PLANA1,CALL302579,W,BC,2024-05-02,2024-05-26,0
CONT1007,202201,MBR001667,PLANA1,CALL147281,O,BC,2022-05-11,2022-05-29,0
CONT1007,202201,MBR001669,PLANA1,CALL936951,O,PR,2024-11-19,2024-12-14,0
CONT1007,202201,MBR001669,PLANA1,CALL650240,O,PR,2023-08-25,2023-08-25,0
CONT1007,202201,MBR001670,PLANA1,CALL156555,C,AC,2022-03-19,2022-04-05,0
CONT1007,202201,MBR001672,PLANA1,CALL598987,O,AC,2023-12-29,2024-01-23,0
CONT1007,202201,MBR001675,PLANA1,CALL199703,W,BP,2022-06-12,2022-07-06,0
CONT1007,202201,MBR001675,PLANA1,CALL184241,O,VP,2024-03-05,2024-03-14,0
CONT1007,202201,MBR001679,PLANA1,CALL244486,O,AP,2024-01-06,2024-01-18,0
CONT1007,202201,MBR001679,PLANA1,CALL443608,W,PR,2024-10-14,2024-11-10,1
CONT1007,202201,MBR001680,PLANA1,CALL488406,C,AP,2024-11-05,2024-11-26,0
CONT1007,202201,MBR001681,PLANA1,CALL568987,C,AC,2022-03-14,2022-04-09,1
CONT1007,202201,MBR001681,PLANA1,CALL317482,O,AP,2023-09-15,2023-09-17,1
CONT1007,202201,MBR001682,PLANA1,CALL398528,C,AR,2023-09-25,2023-10-21,0
CONT1007,202201,MBR001683,PLANA1,CALL376339,O,AR,2023-07-24,2023-08-19,1
CONT1007,202201,MBR001684,PLANA1,CALL781420,O,AP,2023-04-14,2023-04-21,0
CONT1007,202201,MBR001685,PLANA1,CALL571219,O,XP,2023-07-21,2023-08-04,1
CONT1007,202201,MBR001685,PLANA1,CALL668270,C,MT,2023-01-28,2023-02-25,0
CONT1007,202201,MBR001687,PLANA1,CALL572626,O,BC,2024-04-25,2024-05-24,0
CONT1007,202201,MBR001687,PLANA1,CALL371342,O,VP,2024-05-29,2024-06-17,0
CONT1007,202201,MBR001689,PLANA1,CALL677725,O,XP,2022-11-20,2022-12-14,0
CONT1007,202201,MBR001693,PLANA1,CALL578545,C,BC,2023-10-23,2023-10-30,0
CONT1007,202201,MBR001693,PLANA1,CALL774268,O,MT,2022-10-06,2022-10-14,0
CONT1007,202201,MBR001694,PLANA1,CALL400841,O,PR,2024-11-29,2024-11-30,0
CONT1007,202201,MBR001694,PLANA1,CALL497542,O,AR,2022-06-21,2022-06-27,0
CONT1007,202201,MBR001695,PLANA1,CALL981018,O,BC,2024-07-08,2024-07-13,0
CONT1007,202201,MBR001696,PLANA1,CALL480300,W,BP,2023-12-11,2023-12-11,0
CONT1007,202201,MBR001696,PLANA1,CALL913828,O,BP,2023-07-16,2023-08-13,0
CONT1007,202201,MBR001696,PLANA1,CALL776815,C,AR,2023-05-31,2023-06-06,0
CONT1007,202201,MBR001697,PLANA1,CALL832598,O,VP,2024-04-16,2024-05-14,0
CONT1007,202201,MBR001698,PLANA1,CALL420477,O,MT,2022-01-30,2022-02-18,0
CONT1007,202201,MBR001699,PLANA1,CALL508744,C,XP,2022-03-20,2022-04-16,0
CONT1007,202201,MBR001700,PLANA1,CALL789844,C,AR,2022-01-15,2022-02-12,0
CONT1007,202201,MBR001701,PLANA1,CALL987589,W,BC,2024-12-25,2025-01-19,0
CONT1007,202201,MBR001701,PLANA1,CALL477691,W,VP,2024-09-29,2024-10-27,1
CONT1007,202201,MBR001702,PLANA1,CALL792437,O,XP,2024-02-23,2024-03-17,0
CONT1007,202201,MBR001702,PLANA1,CALL312605,O,VP,2024-02-27,2024-03-27,0
CONT1007,202201,MBR001704,PLANA1,CALL801028,W,AC,2022-11-23,2022-11-23,1
CONT1007,202201,MBR001705,PLANA1,CALL290752,C,AP,2024-11-30,2024-12-27,0
CONT1007,202201,MBR001707,PLANA1,CALL648785,W,MT,2022-12-18,2022-12-21,0
CONT1007,202201,MBR001710,PLANA1,CALL549274,O,BC,2023-04-17,2023-04-25,0
CONT1007,202201,MBR001710,PLANA1,CALL357090,O,XP,2023-07-17,2023-07-29,0
CONT1007,202201,MBR001711,PLANA1,CALL987173,O,AC,2023-10-12,2023-10-21,0
CONT1007,202201,MBR001711,PLANA1,CALL808993,W,AC,2024-02-10,2024-02-26,0
CONT1007,202201,MBR001711,PLANA1,CALL337440,W,AC,2024-04-23,2024-05-17,0
CONT1007,202201,MBR001712,PLANA1,CALL721748,O,PR,2024-07-02,2024-07-11,0
CONT1007,202201,MBR001712,PLANA1,CALL954173,C,AP,2023-10-13,2023-11-03,0
CONT1007,202201,MBR001713,PLANA1,CALL211822,O,XC,2022-02-27,2022-03-05,0
CONT1007,202201,MBR001714,PLANA1,CALL637405,W,VP,2022-05-27,2022-06-24,1
CONT1007,202201,MBR001717,PLANA1,CALL434381,O,AC,2022-04-11,2022-04-13,0
CONT1007,202201,MBR001717,PLANA1,CALL826575,C,XC,2024-10-24,2024-11-19,1
CONT1007,202201,MBR001717,PLANA1,CALL421877,C,XP,2024-11-06,2024-11-09,1
CONT1007,202201,MBR001717,PLANA1,CALL605803,C,AP,2023-11-28,2023-12-18,0
CONT1007,202201,MBR001718,PLANA1,CALL576287,O,MT,2024-04-24,2024-04-27,0
CONT1007,202201,MBR001718,PLANA1,CALL924306,C,XC,2023-03-16,2023-04-09,0
CONT1007,202201,MBR001720,PLANA1,CALL530474,C,VP,2023-02-27,2023-03-21,0
CONT1007,202201,MBR001721,PLANA1,CALL547647,W,AC,2022-05-09,2022-06-02,0
CONT1007,202201,MBR001721,PLANA1,CALL986000,O,AP,2023-05-24,2023-06-04,0
CONT1007,202201,MBR001721,PLANA1,CALL731196,W,VP,2024-07-19,2024-08-08,1
CONT1007,202201,MBR001723,PLANA1,CALL362094,C,BP,2024-11-30,2024-12-05,0
CONT1007,202201,MBR001723,PLANA1,CALL610966,O,XP,2024-12-13,2024-12-20,1
CONT1007,202201,MBR001724,PLANA1,CALL452257,O,AP,2024-03-31,2024-04-27,0
CONT1007,202201,MBR001724,PLANA1,CALL879113,C,BP,2023-02-08,2023-03-03,0
CONT1007,202201,MBR001726,PLANA1,CALL336095,W,AC,2023-10-17,2023-10-24,0
CONT1007,202201,MBR001727,PLANA1,CALL434287,C,BC,2022-08-10,2022-09-05,0
CONT1007,202201,MBR001727,PLANA1,CALL461427,O,MT,2022-02-09,2022-02-14,0
CONT1007,202201,MBR001728,PLANA1,CALL144805,C,VP,2024-06-06,2024-06-07,0
CONT1007,202201,MBR001728,PLANA1,CALL925843,C,MT,2024-05-07,2024-05-21,1
CONT1007,202201,MBR001730,PLANA1,CALL750785,C,XP,2024-02-18,2024-03-18,1
CONT1007,202201,MBR001730,PLANA1,CALL540426,W,AR,2024-04-08,2024-05-04,0
CONT1007,202201,MBR001733,PLANA1,CALL186173,C,BC,2023-01-22,2023-01-23,0
CONT1007,202201,MBR001734,PLANA1,CALL271837,W,XC,2022-08-17,2022-09-03,1
CONT1007,202201,MBR001734,PLANA1,CALL414480,O,VP,2023-07-20,2023-07-21,0
CONT1007,202201,MBR001735,PLANA1,CALL620697,W,PR,2023-02-02,2023-02-12,0
CONT1007,202201,MBR001735,PLANA1,CALL985958,W,AR,2022-09-23,2022-10-22,0
CONT1007,202201,MBR001735,PLANA1,CALL768940,O,BC,2024-10-26,2024-11-11,0
CONT1007,202201,MBR001735,PLANA1,CALL140697,W,AP,2023-07-25,2023-08-08,0
CONT1007,202201,MBR001739,PLANA1,CALL832289,C,AR,2023-03-18,2023-04-06,0
CONT1007,202201,MBR001741,PLANA1,CALL938530,W,AR,2023-12-18,2024-01-05,0
CONT1007,202201,MBR001741,PLANA1,CALL346144,W,PR,2022-12-17,2023-01-15,0
CONT1007,202201,MBR001743,PLANA1,CALL161263,O,XP,2024-04-27,2024-05-07,0
CONT1007,202201,MBR001745,PLANA1,CALL246375,O,VP,2024-02-28,2024-03-06,0
CONT1007,202201,MBR001745,PLANA1,CALL175341,C,XC,2024-05-10,2024-05-24,1
CONT1007,202201,MBR001747,PLANA1,CALL874794,O,PR,2024-06-12,2024-06-14,1
CONT1007,202201,MBR001747,PLANA1,CALL760980,W,XC,2022-03-18,2022-03-20,0
CONT1007,202201,MBR001748,PLANA1,CALL218379,W,XP,2024-09-14,2024-10-06,0
CONT1007,202201,MBR001750,PLANA1,CALL824319,W,XP,2022-10-28,2022-11-05,0
CONT1007,202201,MBR001750,PLANA1,CALL801957,W,AR,2024-04-17,2024-05-16,0
CONT1007,202201,MBR001750,PLANA1,CALL315087,W,XP,2023-04-24,2023-04-25,0
CONT1007,202201,MBR001752,PLANA1,CALL108404,W,AP,2024-02-19,2024-03-04,0
CONT1007,202201,MBR001752,PLANA1,CALL335416,W,AR,2022-12-23,2023-01-12,0
CONT1007,202201,MBR001753,PLANA1,CALL679315,C,AC,2024-08-19,2024-08-19,0
CONT1007,202201,MBR001755,PLANA1,CALL617964,O,MT,2024-11-28,2024-12-17,0
CONT1007,202201,MBR001755,PLANA1,CALL642742,O,AC,2023-04-24,2023-04-29,0
CONT1007,202201,MBR001756,PLANA1,CALL495533,W,BC,2023-06-03,2023-06-21,0
CONT1007,202201,MBR001759,PLANA1,CALL163447,C,AC,2023-06-29,2023-07-17,1
CONT1007,202201,MBR001760,PLANA1,CALL786201,W,XP,2023-07-29,2023-08-18,0
CONT1007,202201,MBR001764,PLANA1,CALL774190,C,AC,2024-09-17,2024-09-23,0
CONT1007,202201,MBR001766,PLANA1,CALL798351,W,VP,2022-02-15,2022-03-11,0
CONT1007,202201,MBR001767,PLANA1,CALL514580,O,BC,2023-01-16,2023-01-20,0
CONT1007,202201,MBR001767,PLANA1,CALL525589,O,AR,2024-12-06,2025-01-04,1
CONT1007,202201,MBR001767,PLANA1,CALL199909,W,PR,2024-12-05,2024-12-20,0
CONT1007,202201,MBR001770,PLANA1,CALL131343,O,AP,2023-05-04,2023-05-04,1
CONT1007,202201,MBR001770,PLANA1,CALL241582,W,BC,2024-01-20,2024-01-31,0
CONT1007,202201,MBR001772,PLANA1,CALL184242,O,BC,2023-07-05,2023-07-19,0
CONT1007,202201,MBR001772,PLANA1,CALL381926,W,VP,2023-09-21,2023-10-04,0
CONT1007,202201,MBR001772,PLANA1,CALL776632,C,BP,2023-12-29,2024-01-26,0
CONT1007,202201,MBR001773,PLANA1,CALL427105,O,XP,2022-11-19,2022-11-22,0
CONT1007,202201,MBR001774,PLANA1,CALL961838,C,BP,2023-09-03,2023-09-13,0
CONT1007,202201,MBR001774,PLANA1,CALL854563,W,AR,2023-03-29,2023-04-03,0
CONT1007,202201,MBR001774,PLANA1,CALL139968,O,XC,2024-07-28,2024-08-06,0
CONT1007,202201,MBR001776,PLANA1,CALL514303,C,AP,2024-11-23,2024-12-21,0
CONT1007,202201,MBR001776,PLANA1,CALL980184,O,MT,2022-05-07,2022-05-29,0
CONT1007,202201,MBR001776,PLANA1,CALL674202,C,VP,2023-09-28,2023-10-19,0
CONT1007,202201,MBR001777,PLANA1,CALL642026,C,XC,2022-03-30,2022-04-26,0
CONT1007,202201,MBR001780,PLANA1,CALL544684,O,AP,2024-10-09,2024-11-01,0
CONT1007,202201,MBR001780,PLANA1,CALL786606,W,XC,2022-11-11,2022-11-15,0
CONT1007,202201,MBR001782,PLANA1,CALL260882,W,BP,2024-09-13,2024-09-22,0
CONT1007,202201,MBR001783,PLANA1,CALL811170,C,XP,2023-10-01,2023-10-13,0
CONT1007,202201,MBR001783,PLANA1,CALL831029,O,BP,2023-07-14,2023-07-19,0
CONT1007,202201,MBR001785,PLANA1,CALL437186,C,BC,2023-06-03,2023-06-13,0
CONT1007,202201,MBR001786,PLANA1,CALL147254,O,VP,2023-06-29,2023-07-08,1
CONT1007,202201,MBR001786,PLANA1,CALL633986,O,AP,2022-02-02,2022-02-26,1
CONT1007,202201,MBR001786,PLANA1,CALL775677,O,AR,2023-06-26,2023-07-04,1
CONT1007,202201,MBR001789,PLANA1,CALL587777,C,VP,2024-09-10,2024-10-07,0
CONT1007,202201,MBR001791,PLANA1,CALL318856,O,PR,2023-10-28,2023-11-20,0
CONT1007,202201,MBR001791,PLANA1,CALL287368,W,AR,2024-12-26,2025-01-21,0
CONT1007,202201,MBR001791,PLANA1,CALL532202,O,XC,2024-08-02,2024-08-19,1
CONT1007,202201,MBR001792,PLANA1,CALL897757,W,AC,2024-08-16,2024-08-31,0
CONT1007,202201,MBR001792,PLANA1,CALL865376,O,XP,2023-01-15,2023-01-25,0
CONT1007,202201,MBR001793,PLANA1,CALL459028,O,MT,2022-07-18,2022-07-25,0
CONT1007,202201,MBR001793,PLANA1,CALL466109,C,XP,2024-07-26,2024-08-21,0
CONT1007,202201,MBR001794,PLANA1,CALL860127,W,AC,2022-05-22,2022-06-19,0
CONT1007,202201,MBR001797,PLANA1,CALL464267,O,XP,2023-10-31,2023-11-04,0
CONT1007,202201,MBR001797,PLANA1,CALL785885,W,XC,2022-12-11,2022-12-14,1
CONT1007,202201,MBR001799,PLANA1,CALL874135,O,BP,2022-11-18,2022-12-04,0
CONT1007,202201,MBR001800,PLANA1,CALL440991,W,BP,2024-01-03,2024-01-07,0
CONT1007,202201,MBR001800,PLANA1,CALL698214,O,AP,2022-05-29,2022-06-23,0
CONT1007,202201,MBR001800,PLANA1,CALL180600,O,MT,2022-03-20,2022-04-14,1
CONT1007,202201,MBR001801,PLANA1,CALL262720,C,BP,2022-04-25,2022-04-29,0
CONT1007,202201,MBR001801,PLANA1,CALL754192,W,AC,2023-03-25,2023-04-09,0
CONT1007,202201,MBR001802,PLANA1,CALL902402,O,AR,2022-11-29,2022-12-25,0
CONT1007,202201,MBR001803,PLANA1,CALL519818,C,PR,2023-12-16,2023-12-28,0
CONT1007,202201,MBR001803,PLANA1,CALL831433,O,BC,2022-10-14,2022-10-20,0
CONT1007,202201,MBR001805,PLANA1,CALL974939,W,AP,2022-01-15,2022-02-07,0
CONT1007,202201,MBR001806,PLANA1,CALL989070,C,BP,2024-03-06,2024-04-03,0
CONT1007,202201,MBR001809,PLANA1,CALL704203,W,AC,2023-02-02,2023-03-01,0
CONT1007,202201,MBR001809,PLANA1,CALL173108,C,BC,2024-06-07,2024-07-04,0
CONT1007,202201,MBR001810,PLANA1,CALL870794,C,XP,2022-06-16,2022-06-19,0
CONT1007,202201,MBR001811,PLANA1,CALL653275,O,BC,2024-04-19,2024-05-17,0
CONT1007,202201,MBR001812,PLANA1,CALL740306,C,MT,2023-10-09,2023-10-31,0
CONT1007,202201,MBR001813,PLANA1,CALL438752,C,AP,2024-02-17,2024-02-19,0
CONT1007,202201,MBR001815,PLANA1,CALL812263,O,BP,2023-05-21,2023-05-30,0
CONT1007,202201,MBR001816,PLANA1,CALL914419,C,AR,2022-01-24,2022-02-01,0
CONT1007,202201,MBR001817,PLANA1,CALL561527,C,BP,2022-09-18,2022-09-21,0
CONT1007,202201,MBR001818,PLANA1,CALL339608,C,AC,2024-10-24,2024-11-04,0
CONT1007,202201,MBR001818,PLANA1,CALL121544,O,AR,2022-12-24,2022-12-31,1
CONT1007,202201,MBR001819,PLANA1,CALL569700,W,AR,2022-01-25,2022-02-06,1
CONT1007,202201,MBR001819,PLANA1,CALL748081,O,AC,2024-04-08,2024-04-27,0
CONT1007,202201,MBR001821,PLANA1,CALL154240,W,MT,2024-03-23,2024-04-21,0
CONT1007,202201,MBR001822,PLANA1,CALL535893,O,XP,2022-05-04,2022-05-09,1
CONT1007,202201,MBR001823,PLANA1,CALL637762,C,AC,2023-11-09,2023-11-18,0
CONT1007,202201,MBR001823,PLANA1,CALL692498,C,VP,2024-03-02,2024-03-03,0
CONT1007,202201,MBR001824,PLANA1,CALL528670,C,BP,2022-04-01,2022-04-27,1
CONT1007,202201,MBR001826,PLANA1,CALL744965,C,BP,2023-04-28,2023-05-23,0
CONT1007,202201,MBR001827,PLANA1,CALL260723,C,AR,2023-10-18,2023-10-19,0
CONT1007,202201,MBR001828,PLANA1,CALL819093,O,VP,2024-12-24,2025-01-19,0
CONT1007,202201,MBR001828,PLANA1,CALL186182,C,AC,2024-09-06,2024-10-02,0
CONT1007,202201,MBR001831,PLANA1,CALL397203,W,AR,2024-10-10,2024-10-16,1
CONT1007,202201,MBR001831,PLANA1,CALL222093,O,PR,2023-11-23,2023-11-24,0
CONT1007,202201,MBR001832,PLANA1,CALL117998,C,AP,2022-09-12,2022-10-05,1
CONT1007,202201,MBR001833,PLANA1,CALL759659,W,AR,2022-07-14,2022-07-23,0
CONT1007,202201,MBR001836,PLANA1,CALL341222,W,XP,2022-01-04,2022-01-24,0
CONT1007,202201,MBR001836,PLANA1,CALL840051,W,MT,2024-06-22,2024-07-05,1
CONT1007,202201,MBR001838,PLANA1,CALL728124,O,PR,2022-04-10,2022-04-29,0
CONT1007,202201,MBR001839,PLANA1,CALL852148,W,BP,2022-07-03,2022-07-09,0
CONT1007,202201,MBR001839,PLANA1,CALL155240,C,XP,2023-10-17,2023-10-18,0
CONT1007,202201,MBR001839,PLANA1,CALL559470,C,AP,2024-10-30,2024-11-16,0
CONT1007,202201,MBR001840,PLANA1,CALL345120,W,PR,2024-12-03,2024-12-14,0
CONT1007,202201,MBR001842,PLANA1,CALL668141,O,MT,2024-12-10,2025-01-06,0
CONT1007,202201,MBR001842,PLANA1,CALL261152,W,XP,2023-03-04,2023-03-19,0
CONT1007,202201,MBR001843,PLANA1,CALL226567,W,AR,2022-12-17,2022-12-28,0
CONT1007,202201,MBR001843,PLANA1,CALL731462,C,AP,2023-07-01,2023-07-02,0
CONT1007,202201,MBR001849,PLANA1,CALL246261,O,XC,2024-03-18,2024-03-24,0
CONT1007,202201,MBR001849,PLANA1,CALL372459,C,AC,2024-09-27,2024-10-25,0
CONT1007,202201,MBR001850,PLANA1,CALL167016,O,BC,2023-08-18,2023-08-19,0
CONT1007,202201,MBR001851,PLANA1,CALL967537,O,BC,2022-08-10,2022-09-03,0
CONT1007,202201,MBR001851,PLANA1,CALL202243,O,PR,2024-10-20,2024-11-14,1
CONT1007,202201,MBR001853,PLANA1,CALL214310,W,AR,2023-09-21,2023-09-24,0
CONT1007,202201,MBR001856,PLANA1,CALL789278,C,VP,2022-01-29,2022-02-08,0
CONT1007,202201,MBR001858,PLANA1,CALL262852,W,BC,2024-04-04,2024-04-09,0
CONT1007,202201,MBR001859,PLANA1,CALL320075,W,AR,2023-04-26,2023-04-26,0
CONT1007,202201,MBR001861,PLANA1,CALL345480,O,XC,2022-06-22,2022-07-04,1
CONT1007,202201,MBR001862,PLANA1,CALL951160,C,BP,2023-04-02,2023-04-17,0
CONT1007,202201,MBR001862,PLANA1,CALL275802,C,MT,2022-07-09,2022-07-21,0
CONT1007,202201,MBR001862,PLANA1,CALL784455,W,AP,2022-12-17,2023-01-06,0
CONT1007,202201,MBR001864,PLANA1,CALL602027,C,PR,2024-07-25,2024-08-05,0
CONT1007,202201,MBR001866,PLANA1,CALL582560,W,MT,2022-12-19,2022-12-25,0
